"","Month","Year","City","Category Name","Store Number","Store Name","Pack","Bottles Sold","Sale (Dollars)","Bottle Volume (ml)","State Bottle Cost","State Bottle Retail","Volume Sold (Gallons)"
"250","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4361","Quik Trip #538 / NW 2nd / DSM",14.4,15,128.9,450,31.72,47.6,1.61
"251","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4377","Quik Trip #562 / NE 14th / DSM",12,12,117.78,437.5,26.16,39.26,1.39
"252","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4478","U S Gas",11.6,61,936.48,800,155.63,233.75,13.39
"253","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4511","Super Quick / SE 30 DM",28,18,116.27,441.666666666667,14.55,21.83,1.62
"254","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4594","Quik Trip #554 / SW 63rd DM",18,14,115.7,437.5,11.81,17.72,1.52
"255","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4595","Quik Trip #559 / Fleur Dr DM",16,38,312.34,416.666666666667,18.06,27.1,3.83
"256","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4596","Quik Trip #534 / E University DM",24,37,302.68,377.777777777778,48.5,72.78,3.81
"257","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4597","Quik Trip #523 / Army Post DM",24,10,75.56,393.75,22.05,33.09,0.96
"258","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4599","Quik Trip #500 / Hubbell DM",18,21,167.99,437.5,35.43,53.16,2.21
"259","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4600","Kum & Go #207 / Hubbell DM",24,24,179.28,375,4.98,7.47,2.38
"260","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4601","Kum & Go #4110 / Guthrie DM",20,13,138.46,500,20.45,30.68,1.79
"261","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4617","Lickety Liquor",21.5,199,1091.11,668.75,101.57,152.4,14.33
"262","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4622","Quik Trip #544 / SE 14th DM",16,10,84.08,416.666666666667,18.06,27.1,1.05
"263","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4641","Kum & Go #573 / SE 14th DM",16.5,23,210.52,484.375,52.75,79.15,2.72
"264","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4669","Vom Fass / Des Moines",6,6,81.48,200,9.05,13.58,0.32
"265","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4795","Walgreens #00359 / Des Moines",10,30,720.3,750,49.06,73.6,5.95
"266","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4796","Walgreens #04714 / Des Moines",9,18,228.96,1250,17.96,26.95,5.15
"267","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4800","Walgreens #07968 / Des Moines",6,6,80.16,1750,8.74,13.36,2.77
"268","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4801","Walgreens #05852 / Des Moines",9,22,364.34,1000,47.82,71.99,4.89
"269","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4802","Walgreens #07452 / Des Moines",9.42857142857143,78,1210.98,1178.57142857143,77.45,116.45,20.21
"270","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4803","Walgreens #07453 / Des Moines",10,30,585.6,1083.33333333333,37.77,56.67,7.53
"271","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4804","Walgreens #07833 / Des Moines",9,18,351.78,750,28.59,42.89,3.57
"272","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4829","Central City 2",9.54878048780488,1704,35818.26,847.560975609756,1362.12,2049.35,417.74
"273","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4942","East Village Pantry",18,36,313.8,562.5,12.45,18.68,4.76
"274","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","4997","Downtown Pantry",13.2,66,771.84,875,45.37,68.07,12.29
"275","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5051","Oasis",13.2,42,500.68,825,53.43,80.16,6.14
"276","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5057","Kum & Go #535 / Des Moines",16,19,243.95,541.666666666667,22.3,33.46,3.1
"277","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5125","Cash Saver  /  E Euclid Ave",8.4,126,1882.62,1258.33333333333,162.12,243.96,36.44
"278","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5126","Price Chopper  /  Merle Hay",10.8571428571429,150,2371,892.857142857143,237.25,356.2,36.06
"279","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5127","Price Chopper  /  Ingersoll",9.54545454545454,188,3183.7,1000,289.05,435.12,46.76
"280","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5128","Price Chopper  /  Beaver",10.5,90,1390.41,1135.41666666667,135.67,204.04,25.14
"281","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5129","Cash Saver  /  Fleur",8.4,84,1286.1,1350,107.79,161.95,26.14
"282","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5131","Oasis",12,14,215.32,437.5,17.17,25.76,1.79
"283","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5132","Phillips 66",16,16,198.77,589.583333333333,103.23,154.89,2.38
"284","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5137","Shop N Save  /  NW 2nd  DSM",12,3,47.22,750,10.49,15.74,0.59
"285","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5145","South Side Food Mart",18.6666666666667,86,774.57,850,71.56,107.62,13.66
"286","11","2015","DES MOINES","STRAIGHT BOURBON WHISKIES","5169","AV Superstop",12,3,30.75,500,13.66,20.5,0.39
"287","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2190","Central City Liquor, Inc.",7.63636363636364,46,1156.96,750,191.25,286.89,9.14
"288","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2248","Ingersoll Liquor and Beverage",6,41,1118.31,750,71.64,107.47,8.12
"289","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2527","Hy-Vee Food Store #5 / Des Moines",6,12,325.68,750,36.18,54.28,2.38
"290","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2528","Hy-Vee Food Store #3 / Des Moines",6,10,276.66,750,56.03,84.05,1.99
"291","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2532","Hy-Vee Food Store #2 / Des Moines",6,6,162.84,750,18.09,27.14,1.19
"292","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2561","Hy-Vee Food Store / Fleur / DSM",7.2,36,821.88,750,81.83,122.77,7.14
"293","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2626","Hy-Vee Drugstore / University / DSM",9,94,2402.7,750,100.16,150.26,18.64
"294","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2633","Hy-Vee #3 / BDI / Des Moines",9,429,11340.54,750,193.54,290.34,85.01
"295","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","2636","Hy-Vee Wine and Spirits / Hubbell",9,8,202.2,750,31.21,46.82,1.59
"296","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","3678","Smoke Shop, The",6,2,50.82,750,16.94,25.41,0.4
"297","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","3696","Wal-Mart 1723 / Des Moines",6,6,162.84,750,18.09,27.14,1.19
"298","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4057","Tequila's Liquor Store",6,1,27.14,750,18.09,27.14,0.2
"299","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4140","Fareway Stores #900 / Euclid",6,6,162.84,750,18.09,27.14,1.19
"300","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4295","Nat Food Mart #1 / Hubbell",12,2,50.26,750,16.75,25.13,0.4
"301","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4361","Quik Trip #538 / NW 2nd / DSM",6,6,162.84,750,18.09,27.14,1.19
"302","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4594","Quik Trip #554 / SW 63rd DM",6,6,162.84,750,18.09,27.14,1.19
"303","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4617","Lickety Liquor",6,2,54.28,750,18.09,27.14,0.4
"304","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4796","Walgreens #04714 / Des Moines",6,6,162.84,750,18.09,27.14,1.19
"305","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4802","Walgreens #07452 / Des Moines",6,12,325.68,750,36.18,54.28,2.38
"306","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4829","Central City 2",9.27272727272727,246,6453.56,750,184.27,276.45,48.77
"307","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","4997","Downtown Pantry",6,6,162.84,750,18.09,27.14,1.19
"308","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5057","Kum & Go #535 / Des Moines",6,6,162.84,750,18.09,27.14,1.19
"309","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5126","Price Chopper  /  Merle Hay",12,4,78.72,750,13.12,19.68,0.79
"310","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5127","Price Chopper  /  Ingersoll",12,16,380.28,750,29.87,44.81,3.17
"311","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5128","Price Chopper  /  Beaver",6,8,220.36,750,37.26,55.9,1.59
"312","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5129","Cash Saver  /  Fleur",6,6,162.84,750,18.09,27.14,1.19
"313","11","2015","DES MOINES","STRAIGHT RYE WHISKIES","5145","South Side Food Mart",6,6,162.84,750,18.09,27.14,1.19
"314","11","2015","DES MOINES","TENNESSEE WHISKIES","2190","Central City Liquor, Inc.",24,118,1582.84,625,164.08,246.17,15.29
"315","11","2015","DES MOINES","TENNESSEE WHISKIES","2248","Ingersoll Liquor and Beverage",20,59,1072.87,563.888888888889,97.65,146.5,9.92
"316","11","2015","DES MOINES","TENNESSEE WHISKIES","2527","Hy-Vee Food Store #5 / Des Moines",11.3333333333333,40,873.68,750,105.56,158.35,9.24
"317","11","2015","DES MOINES","TENNESSEE WHISKIES","2528","Hy-Vee Food Store #3 / Des Moines",12,104,1678.86,739.583333333333,151.83,227.77,18.11
"318","11","2015","DES MOINES","TENNESSEE WHISKIES","2532","Hy-Vee Food Store #2 / Des Moines",16.2352941176471,170,2903.87,722.058823529412,232.96,349.5,26.46
"319","11","2015","DES MOINES","TENNESSEE WHISKIES","2561","Hy-Vee Food Store / Fleur / DSM",10.8,100,1884.84,800,196.02,294.05,21.53
"320","11","2015","DES MOINES","TENNESSEE WHISKIES","2626","Hy-Vee Drugstore / University / DSM",13.3636363636364,266,4103.04,664.772727272727,269.99,405.04,41.98
"321","11","2015","DES MOINES","TENNESSEE WHISKIES","2627","Hy-Vee Wine and Spirits #1",27.4285714285714,152,757.3,414.285714285714,50.82,76.24,8.58
"322","11","2015","DES MOINES","TENNESSEE WHISKIES","2633","Hy-Vee #3 / BDI / Des Moines",11.5,956,26502.72,1000,223.72,335.59,252.02
"323","11","2015","DES MOINES","TENNESSEE WHISKIES","2636","Hy-Vee Wine and Spirits / Hubbell",12.8571428571429,218,4046.46,758.928571428571,178.99,268.49,43.07
"324","11","2015","DES MOINES","TENNESSEE WHISKIES","3400","Last Stop Beverage Shop",28,84,828.12,441.666666666667,26.3,39.46,7.3
"325","11","2015","DES MOINES","TENNESSEE WHISKIES","3678","Smoke Shop, The",12,28,515.23,600,58,87.01,4.63
"326","11","2015","DES MOINES","TENNESSEE WHISKIES","3696","Wal-Mart 1723 / Des Moines",10.5,42,1081.02,1000,74.88,112.34,9.91
"327","11","2015","DES MOINES","TENNESSEE WHISKIES","3772","Shop N Save #1 / Mlk Pkwy",24,24,252,375,7,10.5,2.38
"328","11","2015","DES MOINES","TENNESSEE WHISKIES","3778","Family Pantry",25.5,32,321.22,393.75,59.91,89.89,2.99
"329","11","2015","DES MOINES","TENNESSEE WHISKIES","3785","Southside Tobacco and Liquor",14.25,47,672.97,859.375,123.74,185.62,6.54
"330","11","2015","DES MOINES","TENNESSEE WHISKIES","3825","Shop N Save #2 / E 14th",22.8,32,559.18,640,56.73,85.11,5.56
"331","11","2015","DES MOINES","TENNESSEE WHISKIES","3877","Target Store T-2041 / Des Moines",12,24,542.64,750,30.14,45.22,4.76
"332","11","2015","DES MOINES","TENNESSEE WHISKIES","4057","Tequila's Liquor Store",9,7,223.97,1250,89.48,134.24,2.18
"333","11","2015","DES MOINES","TENNESSEE WHISKIES","4062","H and A Mini Mart Corp",12,11,230.67,678.571428571429,93.47,140.23,2.05
"334","11","2015","DES MOINES","TENNESSEE WHISKIES","4140","Fareway Stores #900 / Euclid",6,6,267.06,1750,29.67,44.51,2.77
"335","11","2015","DES MOINES","TENNESSEE WHISKIES","4141","Fareway Stores #975 / SE 22nd / DSM",12,1,7.2,500,4.8,7.2,0.13
"336","11","2015","DES MOINES","TENNESSEE WHISKIES","4186","H and A Mini Mart / Phillips 66",18,4,45.09,437.5,16.06,24.09,0.43
"337","11","2015","DES MOINES","TENNESSEE WHISKIES","4273","Smokin' Joe's #4 Tobacco and Liquor",18.6666666666667,39,352.05,458.333333333333,68.04,102.08,4.91
"338","11","2015","DES MOINES","TENNESSEE WHISKIES","4295","Nat Food Mart #1 / Hubbell",15,9,158.23,708.333333333333,76.63,114.96,1.52
"339","11","2015","DES MOINES","TENNESSEE WHISKIES","4343","Best Food Mart / Des Moines",16,33,428.43,541.666666666667,31.13,46.7,3.97
"340","11","2015","DES MOINES","TENNESSEE WHISKIES","4361","Quik Trip #538 / NW 2nd / DSM",30,18,201.18,350,13.29,19.94,1.91
"341","11","2015","DES MOINES","TENNESSEE WHISKIES","4377","Quik Trip #562 / NE 14th / DSM",27,70,782.1,371.875,55.7,83.57,7.5
"342","11","2015","DES MOINES","TENNESSEE WHISKIES","4478","U S Gas",18,13,197.05,562.5,44.14,66.22,1.79
"343","11","2015","DES MOINES","TENNESSEE WHISKIES","4511","Super Quick / SE 30 DM",22,107,867.38,433.333333333333,48.93,73.4,8.31
"344","11","2015","DES MOINES","TENNESSEE WHISKIES","4594","Quik Trip #554 / SW 63rd DM",12,3,40.77,500,9.06,13.59,0.4
"345","11","2015","DES MOINES","TENNESSEE WHISKIES","4595","Quik Trip #559 / Fleur Dr DM",12,4,54.36,500,9.06,13.59,0.53
"346","11","2015","DES MOINES","TENNESSEE WHISKIES","4596","Quik Trip #534 / E University DM",32.5714285714286,40,340.49,317.857142857143,42.06,63.12,3.14
"347","11","2015","DES MOINES","TENNESSEE WHISKIES","4597","Quik Trip #523 / Army Post DM",22,18,188.22,408.333333333333,44.95,67.44,1.79
"348","11","2015","DES MOINES","TENNESSEE WHISKIES","4598","Quik Trip #501 / E Euclid DM",12,12,163.08,500,9.06,13.59,1.59
"349","11","2015","DES MOINES","TENNESSEE WHISKIES","4599","Quik Trip #500 / Hubbell DM",20.5714285714286,24,283.48,421.428571428571,54.01,81.03,2.73
"350","11","2015","DES MOINES","TENNESSEE WHISKIES","4600","Kum & Go #207 / Hubbell DM",16,39,482.91,541.666666666667,31.13,46.7,4.56
"351","11","2015","DES MOINES","TENNESSEE WHISKIES","4601","Kum & Go #4110 / Guthrie DM",20,16,252.77,500,29.07,43.61,2.29
"352","11","2015","DES MOINES","TENNESSEE WHISKIES","4603","Kum & Go #208 / SE 14th DM",12,4,54.36,500,9.06,13.59,0.53
"353","11","2015","DES MOINES","TENNESSEE WHISKIES","4617","Lickety Liquor",19.5,106,1010.46,587.5,90.42,135.66,9.28
"354","11","2015","DES MOINES","TENNESSEE WHISKIES","4622","Quik Trip #544 / SE 14th DM",28.5,32,295.41,356.25,53.41,80.14,2.74
"355","11","2015","DES MOINES","TENNESSEE WHISKIES","4641","Kum & Go #573 / SE 14th DM",12,9,176.43,625,48.26,72.4,1.57
"356","11","2015","DES MOINES","TENNESSEE WHISKIES","4795","Walgreens #00359 / Des Moines",6,6,267.06,1750,29.67,44.51,2.77
"357","11","2015","DES MOINES","TENNESSEE WHISKIES","4796","Walgreens #04714 / Des Moines",12,12,271.32,750,15.07,22.61,2.38
"358","11","2015","DES MOINES","TENNESSEE WHISKIES","4799","Walgreens #05777 / Des Moines",12,6,135.66,750,15.07,22.61,1.19
"359","11","2015","DES MOINES","TENNESSEE WHISKIES","4800","Walgreens #07968 / Des Moines",12,24,542.64,750,30.14,45.22,4.76
"360","11","2015","DES MOINES","TENNESSEE WHISKIES","4801","Walgreens #05852 / Des Moines",12,24,542.64,750,45.21,67.83,4.76
"361","11","2015","DES MOINES","TENNESSEE WHISKIES","4802","Walgreens #07452 / Des Moines",12,24,542.64,750,30.14,45.22,4.76
"362","11","2015","DES MOINES","TENNESSEE WHISKIES","4803","Walgreens #07453 / Des Moines",12,36,813.96,750,45.21,67.83,7.14
"363","11","2015","DES MOINES","TENNESSEE WHISKIES","4804","Walgreens #07833 / Des Moines",12,12,271.32,750,15.07,22.61,2.38
"364","11","2015","DES MOINES","TENNESSEE WHISKIES","4829","Central City 2",11.4285714285714,1450,40135.98,1011.90476190476,390.67,586.02,383.96
"365","11","2015","DES MOINES","TENNESSEE WHISKIES","4926","GS Super Stop",26,13,143.57,775,40.67,61.02,1.37
"366","11","2015","DES MOINES","TENNESSEE WHISKIES","4997","Downtown Pantry",14,42,790.38,958.333333333333,51.74,77.62,7.53
"367","11","2015","DES MOINES","TENNESSEE WHISKIES","5057","Kum & Go #535 / Des Moines",12,4,54.36,500,36.24,54.36,0.52
"368","11","2015","DES MOINES","TENNESSEE WHISKIES","5125","Cash Saver  /  E Euclid Ave",18,36,515.16,562.5,21.84,32.77,4.76
"369","11","2015","DES MOINES","TENNESSEE WHISKIES","5126","Price Chopper  /  Merle Hay",12,38,847.38,750,73.78,110.69,7.53
"370","11","2015","DES MOINES","TENNESSEE WHISKIES","5127","Price Chopper  /  Ingersoll",12,8,150,750,25,37.5,1.58
"371","11","2015","DES MOINES","TENNESSEE WHISKIES","5128","Price Chopper  /  Beaver",16,18,270.93,541.666666666667,62.26,93.4,2.48
"372","11","2015","DES MOINES","TENNESSEE WHISKIES","5129","Cash Saver  /  Fleur",12,17,473.29,750,35.08,52.63,3.37
"373","11","2015","DES MOINES","TENNESSEE WHISKIES","5131","Oasis",16.8,18,249.8,500,47.19,70.79,2.3
"374","11","2015","DES MOINES","TENNESSEE WHISKIES","5132","Phillips 66",12,4,63.38,562.5,42.25,63.38,0.59
"375","11","2015","DES MOINES","TENNESSEE WHISKIES","5145","South Side Food Mart",9.6,52,1222.04,1100,98.54,147.83,11.88
"376","11","2015","DES MOINES","TENNESSEE WHISKIES","5169","AV Superstop",14.4,13,196.63,575,51,76.51,1.91
